cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
n272,7,2,0,4,6,9,2,2,9,5
n271,7,2,3,4,6,9,2,2,9,5
n276,7,2,0,4,6,9,2,2,9,5
n275,7,2,0,4,6,9,2,2,9,5
n278,7,2,0,4,6,9,2,2,9,5
n277,7,2,0,4,6,9,2,2,9,5
n284,0,2,4,4,6,9,2,1,9,5
n283,0,2,2,4,6,9,2,1,9,5
n286,0,2,10,4,6,9,2,1,9,5
n285,5,2,10,4,6,9,2,1,9,5
n290,0,2,0,4,6,9,2,8,9,5
n289,3,2,0,4,6,9,2,0,9,5
n292,0,2,8,4,6,9,2,1,9,5
n291,0,2,8,4,6,9,2,1,9,5
n300,5,2,2,4,6,9,2,0,9,5
n299,5,2,2,4,6,9,2,0,9,5
n302,5,2,2,4,6,9,2,0,9,5
n301,5,2,2,4,6,9,2,0,9,5
n306,5,2,2,4,6,9,2,0,9,5
n305,5,2,2,4,6,9,2,0,9,5
n308,5,2,2,4,6,9,2,0,9,5
n307,5,2,2,4,6,9,2,0,9,5
n314,10,2,5,4,6,9,2,4,9,5
n313,10,2,0,4,6,9,2,4,9,5
n316,10,2,4,4,6,9,2,4,9,5
n315,10,2,4,4,6,9,2,4,9,5
n320,7,2,1,4,6,9,2,4,9,5
n319,7,2,1,4,6,9,2,4,9,5
n322,7,2,1,4,6,9,2,4,9,5
n321,7,2,1,4,6,9,2,4,9,5
n332,0,2,0,4,6,7,2,2,9,5
n331,0,2,0,4,6,7,2,2,9,5
n334,0,2,5,4,6,7,2,2,9,5
n333,4,2,5,4,6,7,2,2,9,5
n338,3,2,5,4,6,0,2,2,9,5
n337,3,2,5,4,6,2,2,2,9,5
n340,3,2,2,4,6,6,2,2,9,5
n339,3,2,0,4,6,0,2,2,9,5
n346,0,2,5,4,6,0,2,2,9,5
n345,7,2,5,4,6,0,2,2,9,5
n348,0,2,3,4,6,2,2,2,9,5
n347,0,2,3,4,6,0,2,2,9,5
n352,0,2,0,4,6,0,2,2,9,5
n351,0,2,0,4,6,0,2,2,9,5
n354,8,2,0,4,6,0,2,2,9,5
n353,6,2,0,4,6,0,2,2,9,5
n362,1,2,5,4,6,8,5,2,9,5
n361,0,2,5,4,6,0,0,2,9,5
n364,0,2,5,4,6,0,0,2,9,5
n363,0,2,5,4,6,0,0,2,9,5
n368,0,2,5,4,6,0,0,2,9,5
n367,0,2,5,4,6,0,1,2,9,5
n370,0,2,5,4,6,0,0,2,9,5
n369,0,2,5,4,6,0,0,2,9,5
n376,2,2,3,4,6,5,0,2,9,5
n375,2,2,3,4,6,0,0,2,9,5
n378,2,2,3,4,6,0,0,2,9,5
n377,2,2,3,4,6,0,0,2,9,5
n382,3,2,0,4,6,5,0,2,9,5
n381,3,2,10,4,6,5,0,2,9,5
n384,3,2,0,4,6,9,0,2,9,5
n383,3,2,2,4,6,9,4,2,9,5
n396,0,4,8,7,6,2,6,0,9,5
n395,0,4,3,7,6,2,6,0,9,5
n398,4,4,0,7,6,2,6,0,9,5
n397,4,4,2,7,6,2,6,0,9,5
n402,2,4,3,7,6,2,6,7,9,5
n401,2,4,3,7,6,2,6,7,9,5
n404,2,4,3,7,6,2,6,9,9,5
n403,2,4,3,7,6,2,6,0,9,5
n410,6,4,5,7,6,2,6,0,9,5
n409,6,4,0,7,6,2,6,0,9,5
n412,6,4,0,7,6,2,6,0,9,5
n411,6,4,0,7,6,2,6,7,9,5
n416,4,4,0,7,6,2,6,0,9,5
n415,4,4,3,7,6,2,6,0,9,5
n418,4,4,0,7,6,2,6,5,9,5
n417,4,4,0,7,6,2,6,5,9,5
n426,1,4,0,10,6,4,6,0,9,5
n425,1,4,0,10,6,4,6,0,9,5
n428,0,4,0,10,6,4,6,2,9,5
n427,0,4,0,10,6,4,6,2,9,5
n432,0,4,0,10,6,4,6,0,9,5
n431,0,4,8,10,6,4,6,0,9,5
n434,5,4,0,10,6,4,6,0,9,5
n433,0,4,0,10,6,4,6,0,9,5
n440,0,4,2,0,6,4,6,9,9,5
n439,0,4,2,0,6,4,6,9,9,5
n442,0,4,2,0,6,4,6,9,9,5
n441,0,4,2,0,6,4,6,9,9,5
n446,0,4,2,0,6,4,6,9,9,5
n445,0,4,2,0,6,4,6,9,9,5
n448,10,4,2,0,6,4,6,9,9,5
n447,10,4,2,0,6,4,6,9,9,5
n458,2,4,6,1,6,0,6,0,9,5
n457,2,4,6,1,6,0,6,0,9,5
n460,2,0,6,1,6,1,6,6,9,5
n459,2,0,6,1,6,1,6,6,9,5
n464,6,6,6,1,6,1,6,6,9,5
n463,6,0,6,1,6,1,6,6,9,5
n466,6,3,6,1,6,1,6,6,9,5
n465,6,2,6,1,6,1,6,6,9,5
n472,8,8,6,1,6,6,6,0,9,5
n471,8,0,6,1,6,6,6,0,9,5
n474,8,7,6,1,6,6,6,0,9,5
n473,8,7,6,1,6,6,6,0,9,5
n478,8,0,6,1,6,6,6,0,9,5
n477,8,0,6,1,6,6,6,3,9,5
n480,8,1,6,1,6,6,6,0,9,5
n479,8,0,6,1,6,6,6,0,9,5
n488,0,6,6,10,6,2,6,0,9,5
n487,0,6,6,3,6,2,6,0,9,5
n490,0,6,6,0,6,2,6,0,9,5
n489,0,6,6,0,6,2,6,0,9,5
n494,3,6,6,2,6,2,6,9,9,5
n493,3,6,6,2,6,2,6,9,9,5
n496,0,6,6,0,6,2,6,9,9,5
n495,0,6,6,5,6,2,6,9,9,5
n502,4,6,6,5,6,2,6,7,9,5
n501,4,6,6,5,6,2,6,7,9,5
n504,4,6,6,5,6,2,6,7,9,5
n503,4,6,6,5,6,2,6,7,9,5
n508,4,6,6,5,6,2,6,7,9,5
n507,4,6,6,5,6,2,6,7,9,5
n510,4,6,6,5,6,2,6,7,9,5
n509,4,6,6,5,6,2,6,7,9,5
